event_id,user_id,product_id,action,context,timestamp
evt_003344,168,38,add_to_cart,product_detail,2026-01-31 06:00:03
evt_004217,211,93,search_click,search_results,2026-01-18 07:26:39
evt_004693,235,8,rate_review,product_detail,2026-01-19 06:19:55
evt_003900,195,100,search_click,search_results,2026-01-15 08:39:11
evt_003797,190,152,view,category_page,2026-01-08 02:21:14
evt_002903,146,77,add_to_cart,product_detail,2026-01-22 06:30:19
evt_007207,361,120,purchase,checkout,2026-01-03 19:27:34
evt_003059,153,32,view,search_results,2026-01-15 14:43:46
evt_008136,407,50,remove_from_cart,cart,2026-01-02 00:09:18
evt_003387,170,161,view,product_detail,2026-01-06 06:09:55
evt_003272,164,67,view,product_detail,2026-01-27 09:46:08
evt_000283,15,191,view,category_page,2026-01-27 10:25:12
evt_005974,299,100,view,search_results,2026-01-03 20:54:39
evt_009921,497,165,view,product_detail,2026-01-29 07:47:46
evt_005959,298,102,add_to_cart,product_detail,2026-01-13 12:41:42
evt_003893,195,159,add_to_cart,home_page,2026-01-15 06:11:11
evt_005350,268,46,view,product_detail,2026-01-09 05:09:02
evt_004682,235,165,view,category_page,2026-01-19 03:15:51
evt_000769,39,182,search_click,search_results,2026-01-24 06:02:35
evt_001846,93,101,rate_review,product_detail,2026-01-01 17:51:26
evt_006480,324,99,add_to_wishlist,product_detail,2026-01-16 06:14:37
evt_003675,184,37,view,category_page,2026-01-31 01:41:34
evt_006978,349,190,view,home_page,2026-01-03 04:41:12
evt_003426,172,26,view,category_page,2026-01-22 20:01:07
evt_003421,172,52,search_click,search_results,2026-01-22 10:58:09
evt_006502,326,63,view,category_page,2026-01-27 09:54:08
evt_006499,325,57,view,category_page,2026-01-26 09:18:53
evt_002716,136,193,purchase,checkout,2026-01-09 05:40:00
evt_008800,440,79,view,category_page,2026-01-21 21:00:58
evt_005661,284,19,view,category_page,2026-01-02 01:48:05
evt_003490,175,89,add_to_cart,product_detail,2026-01-08 07:33:24
evt_008389,420,144,view,search_results,2026-01-31 17:53:31
evt_008836,442,175,view,search_results,2026-01-18 03:22:58
evt_008390,420,22,add_to_wishlist,home_page,2026-01-31 11:04:48
evt_004398,220,77,view,product_detail,2026-01-15 08:21:17
evt_003698,185,191,view,search_results,2026-01-28 23:51:52
evt_009041,453,191,view,product_detail,2026-01-28 11:29:07
evt_005869,294,151,view,product_detail,2026-01-22 01:20:40
evt_008702,436,149,add_to_wishlist,product_detail,2026-01-30 22:15:14
evt_003109,156,58,view,search_results,2026-01-06 09:09:09
evt_001739,87,110,remove_from_cart,cart,2026-01-25 14:38:12
evt_004160,208,13,purchase,checkout,2026-01-22 21:19:23
evt_004446,223,94,rate_review,product_detail,2026-01-08 18:08:31
evt_007220,361,18,view,product_detail,2026-01-03 14:13:41
evt_002400,120,192,view,category_page,2026-01-07 17:38:58
evt_004301,216,193,view,home_page,2026-01-25 16:22:54
evt_005072,254,72,view,search_results,2026-01-09 18:02:38
evt_008620,431,108,view,product_detail,2026-01-13 16:26:57
evt_004077,204,67,view,category_page,2026-01-04 04:20:19
evt_002294,115,12,view,product_detail,2026-01-26 04:38:55
evt_004112,206,191,search_click,search_results,2026-01-15 10:25:54
evt_005975,299,47,view,home_page,2026-01-03 13:35:15
evt_005010,251,143,view,search_results,2026-01-25 03:42:56
evt_009473,474,196,view,search_results,2026-01-20 14:38:39
evt_000237,12,161,search_click,search_results,2026-01-04 01:52:44
evt_007262,364,38,add_to_wishlist,product_detail,2026-01-14 10:39:25
evt_003534,177,124,add_to_wishlist,product_detail,2026-01-15 09:37:49
evt_001765,89,30,purchase,cart,2026-01-14 08:34:01
evt_003685,185,192,add_to_cart,home_page,2026-01-28 07:08:47
evt_007010,351,149,view,category_page,2026-01-13 04:38:03
evt_003831,192,138,view,product_detail,2026-01-29 11:20:50
evt_007034,352,83,view,search_results,2026-01-19 05:14:54
evt_008345,418,188,remove_from_cart,cart,2026-01-20 00:46:34
evt_008691,435,120,rate_review,product_detail,2026-01-29 08:50:12
evt_005829,292,24,view,product_detail,2026-01-10 17:11:45
evt_006630,332,190,view,home_page,2026-01-07 23:16:07
evt_009283,465,139,add_to_cart,cart,2026-01-11 16:21:38
evt_008398,420,124,search_click,search_results,2026-01-31 00:40:15
evt_006365,319,22,search_click,search_results,2026-01-12 08:56:32
evt_005567,279,58,search_click,search_results,2026-01-11 07:29:46
evt_003943,198,22,share,home_page,2026-01-19 02:30:29
evt_008558,428,106,view,search_results,2026-01-18 04:14:12
evt_001587,80,7,view,category_page,2026-01-20 18:12:23
evt_006505,326,128,view,home_page,2026-01-27 18:51:05
evt_006586,330,54,view,category_page,2026-01-23 14:19:57
evt_001403,71,76,share,home_page,2026-01-28 19:43:09
evt_001489,75,58,rate_review,product_detail,2026-01-16 12:26:38
evt_007115,356,195,share,product_detail,2026-01-04 17:41:22
evt_004196,210,156,view,home_page,2026-01-14 04:38:08
evt_009713,486,77,add_to_cart,home_page,2026-01-03 03:22:31
evt_005036,252,166,view,product_detail,2026-01-02 05:44:47
evt_009502,476,125,view,search_results,2026-01-13 20:40:43
evt_000545,28,29,rate_review,product_detail,2026-01-26 00:41:22
evt_000244,13,75,add_to_wishlist,home_page,2026-01-10 15:07:39
evt_002651,133,123,purchase,checkout,2026-01-16 04:19:30
evt_003315,166,20,view,category_page,2026-01-08 04:38:03
evt_009478,474,129,add_to_wishlist,home_page,2026-01-20 19:33:29
evt_000482,25,45,add_to_cart,cart,2026-01-18 18:31:23
evt_000951,48,69,view,product_detail,2026-01-19 05:30:08
evt_005363,269,141,purchase,cart,2026-01-04 21:25:41
evt_000461,24,84,view,search_results,2026-01-04 11:09:33
evt_000650,33,85,view,home_page,2026-01-30 13:49:46
evt_001604,81,34,add_to_cart,product_detail,2026-01-05 17:08:20
evt_000345,18,55,purchase,cart,2026-01-11 23:54:39
evt_008897,445,77,view,home_page,2026-01-08 09:01:55
evt_004662,234,197,add_to_wishlist,product_detail,2026-01-11 09:14:55
evt_002925,147,47,view,search_results,2026-01-27 15:38:00
evt_005552,278,145,share,home_page,2026-01-08 10:20:36
evt_000375,19,135,add_to_cart,product_detail,2026-01-22 14:24:33
evt_001591,80,118,search_click,search_results,2026-01-20 19:01:04
evt_004022,202,85,view,home_page,2026-01-21 04:37:43
evt_004546,228,153,view,home_page,2026-01-18 16:20:59
evt_001691,85,177,view,home_page,2026-01-24 11:24:20
evt_002846,143,149,search_click,search_results,2026-01-12 11:47:12
evt_002586,130,134,search_click,search_results,2026-01-04 22:04:12
evt_006885,345,131,view,category_page,2026-01-07 20:22:22
evt_009784,490,33,view,category_page,2026-01-11 10:16:02
evt_001201,61,197,view,home_page,2026-01-19 01:20:04
evt_000729,37,88,view,category_page,2026-01-25 07:31:54
evt_007599,380,100,view,product_detail,2026-01-24 21:50:48
evt_003212,161,51,add_to_wishlist,product_detail,2026-01-15 16:31:55
evt_005344,268,2,add_to_cart,cart,2026-01-09 12:10:45
evt_005756,288,138,purchase,cart,2026-01-28 23:49:05
evt_004281,215,48,view,home_page,2026-01-05 00:19:06
evt_003180,159,59,add_to_cart,product_detail,2026-01-28 09:25:54
evt_003003,151,194,purchase,cart,2026-01-04 03:25:08
evt_009709,486,55,add_to_cart,home_page,2026-01-03 10:49:08
evt_003937,197,64,search_click,search_results,2026-01-01 05:20:21
evt_003735,187,120,view,category_page,2026-01-25 21:17:54
evt_001237,62,5,view,home_page,2026-01-06 19:01:52
evt_000782,40,188,view,category_page,2026-01-15 23:06:49
evt_007601,381,115,view,product_detail,2026-01-08 18:14:30
evt_007719,386,43,view,search_results,2026-01-23 08:30:35
evt_000330,17,163,view,search_results,2026-01-05 13:52:05
evt_009053,453,108,view,home_page,2026-01-28 09:05:21
evt_008122,407,4,rate_review,product_detail,2026-01-02 10:51:47
evt_003967,199,159,add_to_wishlist,product_detail,2026-01-03 05:41:19
evt_001918,96,104,add_to_cart,product_detail,2026-01-17 08:28:42
evt_002594,130,174,rate_review,product_detail,2026-01-04 05:12:55
evt_007926,397,50,remove_from_cart,cart,2026-01-30 00:19:55
evt_007394,370,135,add_to_cart,home_page,2026-01-13 21:25:54
evt_002134,107,39,view,product_detail,2026-01-29 01:50:08
evt_004377,219,168,add_to_wishlist,product_detail,2026-01-27 13:15:37
evt_007521,377,8,view,search_results,2026-01-25 19:08:27
evt_009899,495,195,view,product_detail,2026-01-13 11:30:53
evt_005053,253,69,view,category_page,2026-01-02 18:37:49
evt_007960,398,41,view,category_page,2026-01-25 16:09:24
evt_007137,357,157,view,search_results,2026-01-18 04:35:47
evt_008907,446,179,view,search_results,2026-01-10 12:37:24
evt_003646,183,18,add_to_cart,cart,2026-01-15 11:28:51
evt_001698,85,34,add_to_wishlist,home_page,2026-01-24 23:53:54
evt_007807,391,167,search_click,search_results,2026-01-13 02:09:45
evt_006866,344,131,view,home_page,2026-01-15 03:48:39
evt_006290,315,167,remove_from_cart,cart,2026-01-18 12:31:35
evt_002421,122,100,view,home_page,2026-01-11 16:42:12
evt_009606,481,133,view,search_results,2026-01-29 16:50:12
evt_008316,416,32,purchase,checkout,2026-01-18 22:32:45
evt_005369,269,18,add_to_wishlist,home_page,2026-01-04 22:09:37
evt_002914,146,50,rate_review,product_detail,2026-01-22 06:17:50
evt_004075,204,131,add_to_cart,cart,2026-01-04 05:49:13
evt_001573,79,166,remove_from_cart,cart,2026-01-20 17:31:50
evt_004641,233,155,view,product_detail,2026-01-03 04:29:04
evt_000309,16,61,view,search_results,2026-01-21 03:37:02
evt_002480,124,147,view,search_results,2026-01-05 05:11:45
evt_001668,84,125,view,product_detail,2026-01-18 04:37:02
evt_001290,65,103,view,search_results,2026-01-10 02:46:05
evt_003949,198,50,remove_from_cart,cart,2026-01-19 18:56:54
evt_009646,483,152,add_to_wishlist,product_detail,2026-01-28 08:52:19
evt_000292,15,124,add_to_wishlist,home_page,2026-01-27 12:19:56
evt_003310,166,154,search_click,search_results,2026-01-08 00:12:10
evt_001379,69,189,view,product_detail,2026-01-03 18:58:26
evt_007295,365,148,search_click,search_results,2026-01-25 10:24:25
evt_006994,350,111,add_to_cart,cart,2026-01-05 07:02:19
evt_005722,287,73,add_to_cart,home_page,2026-01-20 17:40:48
evt_002968,149,152,view,search_results,2026-01-25 11:21:11
evt_008643,433,182,view,search_results,2026-01-19 13:33:41
evt_002364,119,36,purchase,cart,2026-01-08 12:01:26
evt_004694,235,80,search_click,search_results,2026-01-19 18:55:56
evt_007150,358,72,add_to_cart,product_detail,2026-01-02 20:58:06
evt_000316,16,153,search_click,search_results,2026-01-21 10:05:42
evt_005736,287,91,search_click,search_results,2026-01-20 15:12:58
evt_001500,75,38,view,product_detail,2026-01-16 11:36:11
evt_006291,315,16,add_to_wishlist,product_detail,2026-01-18 22:30:27
evt_006119,306,148,view,home_page,2026-01-06 00:37:33
evt_002557,128,110,view,home_page,2026-01-28 02:03:03
evt_004413,221,110,view,home_page,2026-01-08 05:58:03
evt_007165,359,78,view,category_page,2026-01-12 18:09:51
evt_006736,337,74,view,search_results,2026-01-27 08:18:01
evt_009607,481,85,view,search_results,2026-01-29 00:15:48
evt_000160,8,90,share,product_detail,2026-01-03 23:40:15
evt_000222,12,70,view,category_page,2026-01-04 15:56:17
evt_007789,390,113,view,category_page,2026-01-12 03:13:56
evt_001619,81,19,add_to_cart,cart,2026-01-05 19:23:48
evt_001043,53,58,add_to_cart,home_page,2026-01-29 04:46:37
evt_002178,109,115,add_to_cart,product_detail,2026-01-29 13:26:44
evt_008324,417,178,add_to_cart,product_detail,2026-01-01 12:10:27
evt_008043,403,187,add_to_cart,cart,2026-01-09 21:28:35
evt_008883,445,178,remove_from_cart,cart,2026-01-08 15:08:39
evt_008169,409,77,search_click,search_results,2026-01-30 15:03:25
evt_004457,223,190,view,product_detail,2026-01-08 04:59:02
evt_002326,117,72,view,home_page,2026-01-18 18:30:19
evt_003034,152,197,view,home_page,2026-01-20 09:06:10
evt_004422,222,46,add_to_cart,cart,2026-01-09 06:53:31
evt_009196,460,191,add_to_cart,cart,2026-01-11 13:24:07
evt_006323,317,149,remove_from_cart,cart,2026-01-01 10:54:17
evt_006868,344,14,add_to_wishlist,product_detail,2026-01-15 05:32:53
evt_003572,179,154,add_to_cart,cart,2026-01-18 10:55:16
evt_002601,131,85,view,product_detail,2026-01-14 13:12:35
evt_000587,30,186,view,product_detail,2026-01-20 09:31:22
evt_002814,141,32,add_to_wishlist,home_page,2026-01-06 01:26:29
evt_008748,438,156,search_click,search_results,2026-01-13 07:52:42
evt_006948,348,30,view,search_results,2026-01-13 21:25:17
evt_003639,182,110,view,home_page,2026-01-12 09:25:28
evt_007049,353,184,view,home_page,2026-01-21 20:40:07
evt_001167,59,143,search_click,search_results,2026-01-22 20:56:01
evt_007059,353,24,add_to_wishlist,product_detail,2026-01-21 14:34:48
evt_006025,302,192,view,home_page,2026-01-16 15:57:31
evt_008156,408,168,view,category_page,2026-01-02 23:07:13
evt_007790,390,191,add_to_cart,product_detail,2026-01-12 16:19:44
evt_002566,129,22,view,product_detail,2026-01-02 17:48:42
evt_005673,284,190,add_to_wishlist,product_detail,2026-01-02 19:38:43
evt_004164,209,85,add_to_cart,cart,2026-01-04 03:59:35
evt_003022,152,125,rate_review,product_detail,2026-01-20 02:21:09
evt_006971,349,177,rate_review,product_detail,2026-01-03 00:41:12
evt_006220,311,141,view,category_page,2026-01-15 17:19:35
evt_008742,438,178,add_to_cart,cart,2026-01-13 09:02:29
evt_000002,1,58,add_to_cart,product_detail,2026-01-21 03:43:54
evt_006787,340,100,view,search_results,2026-01-07 19:10:26
evt_002825,142,120,purchase,cart,2026-01-01 03:07:28
evt_005285,265,101,search_click,search_results,2026-01-10 16:20:49
evt_002710,136,157,view,search_results,2026-01-09 11:49:10
evt_007074,354,124,view,product_detail,2026-01-02 03:08:45
evt_007699,385,76,view,search_results,2026-01-22 05:39:15
evt_006296,315,76,add_to_wishlist,product_detail,2026-01-18 14:20:57
evt_005012,251,74,view,product_detail,2026-01-25 17:39:32
evt_002871,144,166,add_to_wishlist,home_page,2026-01-20 00:16:36
evt_001255,63,157,add_to_cart,cart,2026-01-03 14:28:15
evt_001541,78,61,view,home_page,2026-01-20 21:26:23
evt_005305,266,159,purchase,checkout,2026-01-01 01:09:53
evt_004368,219,92,remove_from_cart,cart,2026-01-27 10:41:29
evt_000599,30,134,view,category_page,2026-01-20 04:13:55
evt_007378,369,54,view,product_detail,2026-01-01 18:01:01
evt_005705,286,76,view,product_detail,2026-01-18 13:33:42
evt_003493,175,160,view,home_page,2026-01-08 22:43:43
evt_003873,194,184,rate_review,product_detail,2026-01-13 10:22:10
evt_003504,176,101,add_to_cart,product_detail,2026-01-29 14:42:28
evt_002331,117,96,view,category_page,2026-01-18 18:00:53
evt_009416,471,28,view,product_detail,2026-01-17 01:33:08
evt_009732,487,138,purchase,cart,2026-01-27 05:03:52
evt_002546,128,199,add_to_wishlist,product_detail,2026-01-28 17:44:58
evt_000026,2,150,view,category_page,2026-01-27 13:10:47
evt_004802,241,135,add_to_cart,cart,2026-01-28 16:46:23
evt_005985,300,9,search_click,search_results,2026-01-23 08:36:31
evt_005729,287,111,view,category_page,2026-01-20 14:55:16
evt_002828,142,155,view,category_page,2026-01-01 07:44:30
evt_004944,248,97,purchase,cart,2026-01-22 00:37:23
evt_005638,282,56,view,search_results,2026-01-08 04:47:56
evt_000568,29,122,purchase,checkout,2026-01-23 23:41:07
evt_009940,497,87,view,home_page,2026-01-29 02:42:52
evt_008754,438,145,add_to_wishlist,product_detail,2026-01-13 06:41:23
evt_000958,48,133,add_to_cart,home_page,2026-01-19 22:35:00
evt_003142,158,129,rate_review,product_detail,2026-01-08 01:57:57
evt_004228,212,141,add_to_wishlist,home_page,2026-01-29 18:36:33
evt_007900,395,163,purchase,checkout,2026-01-11 17:55:23
evt_003879,194,196,view,product_detail,2026-01-13 08:48:06
evt_006348,318,45,add_to_cart,product_detail,2026-01-25 12:45:22
evt_004324,217,158,purchase,checkout,2026-01-30 10:02:24
evt_000937,47,43,add_to_wishlist,home_page,2026-01-05 05:43:11
evt_003521,177,46,search_click,search_results,2026-01-15 18:12:44
evt_000561,29,36,view,product_detail,2026-01-23 22:24:58
evt_008840,442,176,search_click,search_results,2026-01-18 13:48:38
evt_004021,202,72,view,search_results,2026-01-21 21:00:57
evt_003350,168,134,view,search_results,2026-01-31 19:19:18
evt_008605,431,175,add_to_wishlist,product_detail,2026-01-13 03:01:48
evt_002368,119,146,view,category_page,2026-01-08 23:15:55
evt_005076,254,121,remove_from_cart,cart,2026-01-09 02:22:43
evt_005895,295,144,view,category_page,2026-01-24 15:23:58
evt_004277,214,109,add_to_cart,product_detail,2026-01-22 08:36:05
evt_009441,473,183,view,product_detail,2026-01-27 09:21:15
evt_007656,383,54,view,product_detail,2026-01-06 18:11:22
evt_001971,99,106,remove_from_cart,cart,2026-01-19 02:20:44
evt_004685,235,146,view,home_page,2026-01-19 05:20:58
evt_001974,99,39,view,home_page,2026-01-19 01:00:31
evt_003939,197,122,add_to_wishlist,home_page,2026-01-01 17:21:45
evt_009616,481,161,view,search_results,2026-01-29 15:51:49
evt_009084,455,27,view,search_results,2026-01-18 14:04:46
evt_009382,470,176,rate_review,product_detail,2026-01-29 04:42:50
evt_008979,449,145,view,product_detail,2026-01-02 16:07:59
evt_009508,476,77,purchase,cart,2026-01-13 15:44:29
evt_003576,179,105,view,search_results,2026-01-18 17:56:06
evt_005494,275,31,search_click,search_results,2026-01-23 07:16:41
evt_003611,181,113,add_to_cart,cart,2026-01-22 04:02:33
evt_008741,438,73,view,category_page,2026-01-13 20:17:47
evt_005219,261,153,view,home_page,2026-01-13 04:36:21
evt_003930,197,92,view,home_page,2026-01-01 05:28:59
evt_004495,225,71,view,category_page,2026-01-04 14:13:16
evt_000538,27,5,view,search_results,2026-01-20 12:03:36
evt_009860,493,189,purchase,checkout,2026-01-19 11:08:16
evt_006245,313,140,add_to_cart,cart,2026-01-04 04:09:04
evt_009232,462,156,add_to_cart,cart,2026-01-12 18:51:19
evt_008094,405,116,view,home_page,2026-01-31 18:36:45
evt_004303,216,78,view,category_page,2026-01-25 08:54:06
evt_003506,176,46,view,category_page,2026-01-29 10:30:02
evt_005664,284,39,add_to_cart,cart,2026-01-02 03:46:14
evt_008038,402,199,purchase,cart,2026-01-19 14:56:50
evt_002361,119,109,view,category_page,2026-01-08 19:34:24
evt_007988,400,86,view,home_page,2026-01-24 14:23:04
evt_006697,335,173,view,category_page,2026-01-16 12:03:57
evt_004204,211,88,purchase,checkout,2026-01-18 19:29:21
evt_001564,79,161,view,product_detail,2026-01-20 07:32:55
evt_008044,403,126,purchase,cart,2026-01-09 10:35:21
evt_005315,266,130,view,search_results,2026-01-01 02:20:42
evt_000328,17,114,search_click,search_results,2026-01-05 02:56:29
evt_000027,2,36,view,category_page,2026-01-27 03:18:35
evt_005397,270,8,rate_review,product_detail,2026-01-22 09:01:38
evt_001934,97,97,view,category_page,2026-01-31 16:44:08
evt_005435,272,187,view,category_page,2026-01-30 02:18:53
evt_007842,393,67,add_to_wishlist,home_page,2026-01-15 10:53:40
evt_008463,424,51,view,product_detail,2026-01-10 09:33:49
evt_008706,436,181,remove_from_cart,cart,2026-01-30 13:14:53
evt_008436,422,122,view,category_page,2026-01-05 22:15:50
evt_001848,93,184,view,category_page,2026-01-01 13:27:28
evt_005590,280,195,add_to_wishlist,product_detail,2026-01-29 17:26:14
evt_003024,152,73,view,product_detail,2026-01-20 01:56:12
evt_004214,211,72,purchase,checkout,2026-01-18 21:45:49
evt_003596,180,81,remove_from_cart,cart,2026-01-15 11:12:52
evt_001912,96,105,view,search_results,2026-01-17 15:34:53
evt_000639,32,86,view,search_results,2026-01-24 00:33:29
evt_004665,234,47,purchase,checkout,2026-01-11 20:49:38
evt_001915,96,134,view,product_detail,2026-01-17 04:20:26
evt_002302,116,154,view,search_results,2026-01-11 21:03:33
evt_000315,16,60,view,search_results,2026-01-21 05:22:20
evt_000199,10,14,view,search_results,2026-01-08 04:35:51
evt_004757,238,176,search_click,search_results,2026-01-22 08:30:53
evt_007901,396,142,search_click,search_results,2026-01-05 01:47:23
evt_002259,113,155,purchase,cart,2026-01-08 02:22:46
evt_009048,453,184,view,home_page,2026-01-28 09:01:22
evt_001601,81,73,view,home_page,2026-01-05 06:14:09
evt_001230,62,164,rate_review,product_detail,2026-01-06 10:19:12
evt_006427,322,35,add_to_cart,product_detail,2026-01-10 06:40:39
evt_005284,265,115,view,category_page,2026-01-10 10:04:27
evt_006602,331,97,add_to_cart,product_detail,2026-01-03 03:30:15
evt_006394,320,69,view,search_results,2026-01-31 15:35:51
evt_008776,439,43,share,home_page,2026-01-10 21:00:18
evt_000097,5,54,add_to_wishlist,product_detail,2026-01-30 03:44:33
evt_003516,176,50,add_to_cart,product_detail,2026-01-29 16:40:00
evt_006826,342,182,view,category_page,2026-01-30 11:31:05
evt_008805,441,143,purchase,checkout,2026-01-27 08:40:24
evt_000566,29,121,view,product_detail,2026-01-23 05:00:18
evt_000831,42,31,search_click,search_results,2026-01-02 04:59:44
evt_007345,368,37,view,search_results,2026-01-11 05:07:36
evt_007658,383,179,search_click,search_results,2026-01-06 04:11:02
evt_000503,26,167,purchase,cart,2026-01-02 20:49:51
evt_006549,328,105,add_to_cart,product_detail,2026-01-17 19:09:29
evt_003233,162,148,add_to_cart,home_page,2026-01-21 11:26:44
evt_004795,240,165,view,home_page,2026-01-29 22:45:46
evt_001900,95,26,add_to_cart,home_page,2026-01-14 00:30:32
evt_007623,382,56,share,home_page,2026-01-13 20:04:07
evt_000178,9,138,remove_from_cart,cart,2026-01-03 16:55:31
evt_008539,427,109,remove_from_cart,cart,2026-01-13 15:07:11
evt_002897,145,47,view,product_detail,2026-01-29 02:49:02
evt_009749,488,155,purchase,checkout,2026-01-30 07:49:18
evt_004909,246,126,search_click,search_results,2026-01-06 18:52:57
evt_005050,253,12,view,category_page,2026-01-02 23:17:20
evt_003970,199,52,search_click,search_results,2026-01-03 06:45:23
evt_006301,316,149,search_click,search_results,2026-01-03 16:10:39
evt_009474,474,173,view,category_page,2026-01-20 13:44:56
evt_003148,158,167,search_click,search_results,2026-01-08 04:09:33
evt_009663,484,47,add_to_cart,cart,2026-01-15 10:20:07
evt_004203,211,101,purchase,checkout,2026-01-18 16:54:43
evt_006135,307,157,view,category_page,2026-01-21 00:09:09
evt_008522,427,94,view,search_results,2026-01-13 20:21:37
evt_004584,230,83,add_to_cart,cart,2026-01-09 01:47:02
evt_001036,52,89,search_click,search_results,2026-01-19 04:41:39
evt_005836,292,30,view,search_results,2026-01-10 17:48:47
evt_006555,328,81,purchase,checkout,2026-01-17 03:31:45
evt_005142,258,120,add_to_wishlist,home_page,2026-01-10 05:18:09
evt_003099,155,36,view,product_detail,2026-01-16 13:05:28
evt_007499,375,176,view,home_page,2026-01-10 08:08:53
evt_009107,456,93,search_click,search_results,2026-01-28 19:47:30
evt_004096,205,6,view,search_results,2026-01-02 01:16:26
evt_008223,412,146,share,home_page,2026-01-30 14:52:48
evt_000583,30,172,view,product_detail,2026-01-20 06:43:39
evt_006621,332,133,view,category_page,2026-01-07 01:45:46
evt_006408,321,173,view,category_page,2026-01-03 01:49:01
evt_009795,490,110,add_to_cart,home_page,2026-01-11 00:05:59
evt_007382,370,43,rate_review,product_detail,2026-01-13 04:40:47
evt_004146,208,128,rate_review,product_detail,2026-01-22 12:47:51
evt_000087,5,191,add_to_wishlist,product_detail,2026-01-30 09:54:57
evt_004153,208,117,add_to_wishlist,home_page,2026-01-22 12:17:01
evt_004465,224,175,view,home_page,2026-01-19 14:51:05
evt_001202,61,142,view,search_results,2026-01-19 19:47:13
evt_003594,180,68,view,category_page,2026-01-15 11:03:15
evt_006148,308,149,view,search_results,2026-01-03 23:09:39
